title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
Gypsy Bride Arrested After Argument About Arranged Marriage To Cousin | Gypsy Brides US,/watch?v=EhaiiuP7Gew,489986,uk,4430000,2か月前,680829,72
Gypsy Bachelorette Party Is Ruined By Bridesmaid Partying Too Hard | Gypsy Brides US,/watch?v=LfZdANEbXic,61697,uk,4430000,2か月前,680829,9
Contestant Has Breakdown When She Doesn't Land Supreme Title | Toddlers & Tiaras,/watch?v=xwdlmffRCJ4,401011,uk,4430000,2か月前,680829,59
Clint Proposes The Same Day He Meets His Ex-Con Girlfriend | Love After Lockup,/watch?v=3Bh6b3h0AxM,85595,uk,4430000,2か月前,680829,13
The Johnstons Shred Gnarly Waves In California | The 7 Little Johnstons,/watch?v=-uZDGQFh6n0,157523,uk,4430000,2か月前,680829,23
Erika's Sexual History With Friends Makes Girlfriend Jealous | 90 Day Fiancé: Before The 90 Days,/watch?v=_xpzpnTS3No,287161,uk,4430000,2か月前,680829,42
Woman Is Damaging Her Brain By Smelling Petrol Every 10 Minutes | My Strange Addiction,/watch?v=meNbh90DZJ0,799392,uk,4430000,2か月前,680829,117
Three Year Old Is Late To The Competition And Misses The Beauty Portion! | Toddlers & Tiaras,/watch?v=qiIXAS3AKyo,272448,uk,4430000,2か月前,680829,40
Michael Gets Out Of Prison And Reunites With Sarah! | Love After Lockup,/watch?v=l_HRaKn3YBo,483666,uk,4430000,2か月前,680829,71
The Johnstons Go Camping In Their Backyard | 7 Little Johnstons,/watch?v=7Jbs4iDqDBs,298117,uk,4430000,2か月前,680829,44
This Might Be The Weirdest Experience Of Big Ed's Life! | 90 Day Fiancé: Before The 90 Days,/watch?v=FGazrJhlwC8,497672,uk,4430000,2か月前,680829,73
Ultrasound Forces Mother To Make A Life Changing Decision | Little People Big World,/watch?v=gdfRyMBj9TQ,102749,uk,4430000,2か月前,680829,15
Gypsy Girl Wants To Elope On Her Sweet Sixteen | Gypsy Brides US,/watch?v=1-d7tPFdc1M,640909,uk,4430000,2か月前,680829,94
15 Year Old Owns Multi-Million Dollar Social Network Company | Kid Tycoons,/watch?v=hBhdKvrciWw,34873,uk,4430000,2か月前,680829,5
Scott Cries Because He Feels Ignored By His Ex-Con Partner On Her Release Day | Love After Lockup,/watch?v=vEBLmvNCBJ8,531403,uk,4430000,2か月前,680829,78
"""Vampire"" Has A Severe Head Injury After A Night Of Sex, Drugs & Roleplay | Sex Sent Me To The ER",/watch?v=GLqJPt4UxRM,41688,uk,4430000,2か月前,680829,6
"Tom & Darcey Are ""100% Categorically Done And Dusted"" | 90 Day Fiancé: Before The 90 Days",/watch?v=4NPTkwGzuuE,419399,uk,4430000,2か月前,680829,62
"Molly Is ""Trying To Save The World, One Mask At A Time"" | 90 Day Fiancé: Self-Quarantined",/watch?v=_LU5By3rR-4,50175,uk,4430000,3か月前,680829,7
The Most Extravagant Gypsy Dresses! | Gypsy Brides US,/watch?v=DBvB93eAgRM,150732,uk,4430000,3か月前,680829,22
Child's Fluid-Filled Head Is 3 Times The Size It Should Be | My Baby's Head Keeps Growing,/watch?v=mQER0KQm_VU,1011812,uk,4430000,3か月前,680829,149
Wife Bites Girlfriend's Tongue In The Hospital After Man Breaks His Penis | Sex Sent Me To The ER,/watch?v=ZoZg_SCw5KQ,311297,uk,4430000,3か月前,680829,46
The Johnstons Consult A Genealogist To Find Out Their Family History | 7 Little Johnstons,/watch?v=4pxmdKV_v48,82596,uk,4430000,3か月前,680829,12
David And Annie Talk About Anti-Asian Messages They've Received | 90 Day Fiancé: Self-Quarantined,/watch?v=nSuQRKyFB4g,74933,uk,4430000,3か月前,680829,11
Fight Breaks Out At 16 Year Old's Wedding To Her Gorger Boyfriend | Gypsy Brides US,/watch?v=dTOWcMPy0Eg,1595519,uk,4430000,3か月前,680829,234
Wife Waiting For Husband's Release From Prison Doesn't Know He's Engaged Again | Love After Lockup,/watch?v=M2Ui8NMilgw,827367,uk,4430000,3か月前,680829,122
The Johnston Girls Take Part In The Muddy Princess Run | 7 Little Johnstons,/watch?v=Rb_bXC9UqNY,311463,uk,4430000,3か月前,680829,46
Big Ed Wants Rose To Take An STD Test! | 90 Day Fiancé: Before The 90 Days,/watch?v=Yn0bFjF2il4,1207159,uk,4430000,3か月前,680829,177
Gypsy Mum Plans Birthday Party So 10 Year Old Can Meet Potential Husbands | Gypsy Brides US,/watch?v=yvbR4THsYqc,2775725,uk,4430000,3か月前,680829,408
Then & Now: Whitney's Life Has Changed Over The Years! | My Big Fat Fabulous Life,/watch?v=xZylQEl7ayM,179575,uk,4430000,3か月前,680829,26
Man With Fear Of Doctors Gets Cyst Removed From His Face | Dr. Pimple Popper: This Is Zit,/watch?v=f9O8ovPfsyk,1737433,uk,4430000,3か月前,680829,255
Extreme Couponers Reveal Their Tips To Saving Money On A Shop | Extreme Couponing,/watch?v=xKnrQEFZOHY,107924,uk,4430000,3か月前,680829,16
Woman Has 12 ORGASMS A DAY Due To Rare Condition | Sex Sent Me To The ER,/watch?v=qHwDMFtKTm4,802702,uk,4430000,3か月前,680829,118
The Johnstons Perform Their Own Version Of Grease | 7 Little Johnstons,/watch?v=XuXyrZ4ziew,346014,uk,4430000,3か月前,680829,51
Big Ed Is Worried His Relationship Might Be A Scam | 90 Day Fiancé: Before The 90 Days,/watch?v=HuWbzLVlWUw,1610053,uk,4430000,3か月前,680829,236
Lesbian Gypsy Bride's Family Does Everything They Can To Stop Same-Sex Wedding | Gypsy Brides US,/watch?v=apZ9Z1ZGJwQ,1386167,uk,4430000,3か月前,680829,204
Dr Lee Squeezes A Cyst Through A Dilated Pore | Dr. Pimple Popper: This Is Zit,/watch?v=SI0oKrXqoDA,4553510,uk,4430000,3か月前,680829,669
Mother Of Bride Barges In Mid-Ceremony To Try And Ruin Wedding! | Gypsy Brides US,/watch?v=7V74cKclH9E,1567613,uk,4430000,3か月前,680829,230
Daughter Discovers Scott Has Been Sending Her Mum Money To Buy Drugs In Prison | Love After Lockup,/watch?v=Np5Q5FzesLo,214404,uk,4430000,3か月前,680829,31
Patient Keeps Missing Her Appointments With Dr. Now | My 600-lb Life,/watch?v=M7Bj-aG91tg,244035,uk,4430000,3か月前,680829,36
Stephanie Is Afraid Of Coming Out As Bisexual To Her Mum | 90 Day Fiancé: Before The 90 Days,/watch?v=VBktnYRj2FA,358558,uk,4430000,3か月前,680829,53
Fight Breaks Out At 3 Year Old's Birthday Party | Gypsy Brides US,/watch?v=vJxckkh45_A,1666266,uk,4430000,3か月前,680829,245
"Man Needs ""A-cyst-ance"" Getting Rid Of Painful Cysts | Dr. Pimple Popper",/watch?v=TLLXOGH33QM,4208422,uk,4430000,3か月前,680829,618
Extreme Couponer Helps Sister Save Almost $800 In Her Wedding | Extreme Couponing,/watch?v=-yiODAksVFg,375922,uk,4430000,4か月前,680829,55
Red Flags Pop Up As Woman Gets Ready To Meet English Boyfriend | 90 Day Fiancé: Before The 90 Days,/watch?v=ruMNr27zFdM,493604,uk,4430000,4か月前,680829,73
"""Try The Grey Stuff, It's Delicious!"" | Dr. Pimple Popper: This Is Zit",/watch?v=DbSTZZg_xSY,5388013,uk,4430000,4か月前,680829,791
Uninvited Guests Cause A HUGE Fight At Nukkie's Bridal Shower | Gypsy Brides US,/watch?v=IWpc6txw11c,1055065,uk,4430000,4か月前,680829,155
Noelle Reflects On Her Journey Before Heading To Her Bottom Surgery | I Am Jazz,/watch?v=y4HQUr_mRqg,446503,uk,4430000,4か月前,680829,66
"""You Can't Be Mad Because I Want To Live A Life Without Fight"" | My 600-lb Life",/watch?v=nFanFFmCYmM,268502,uk,4430000,4か月前,680829,39
'Big Ed' Is Getting Ready To Meet His 23 Year Old Girlfriend | 90 Day Fiancé: Before The 90 Days,/watch?v=xzgjB9XNNfo,4210447,uk,4430000,4か月前,680829,618
Woman With Mysterious Skin Condition Refuses To Believe Diagnosis | Dr. Pimple Popper,/watch?v=CIWVPPZ0NW8,1590445,uk,4430000,4か月前,680829,234
Woman Leaves New Husband For Her Cousin On Her Wedding Day | Gypsy Brides US,/watch?v=Mw1v8f1RxlI,2966025,uk,4430000,4か月前,680829,436
Jazz Has A Massive Break Down A Few Hours Before Giving Her Graduation Speech | I Am Jazz,/watch?v=DKNSkDflfAc,510494,uk,4430000,4か月前,680829,75
Chloe's Family Don't Want Max To Attend His Baby's Baptism | Unexpected,/watch?v=7yb1u8NhVEs,393312,uk,4430000,4か月前,680829,58
Patient Gets Painfully Stuck In A Cab On Her Way To The Hospital | My 600-lb Life,/watch?v=ugnL7vudwoE,76514,uk,4430000,4か月前,680829,11
Extreme Couponer Donates More Than $100K Worth Of Food In 3 Years | Extreme Couponing,/watch?v=olfWI__UP_c,725971,uk,4430000,4か月前,680829,107
Treating A SEVERE Case Of Rhinophyma | Dr. Pimple Popper,/watch?v=cfl9k6nXUw4,3144778,uk,4430000,4か月前,680829,462
Whitney Is Ready To Compete In The State Weightlifting Championship | My Big Fat Fabulous Life,/watch?v=rNwNKk6iOKg,342771,uk,4430000,4か月前,680829,50
Jazz's Grandpa And Brother Dress Up Like Drag Queens For Noelle's Fundraiser | I Am Jazz,/watch?v=OtiOnQIepfo,109975,uk,4430000,4か月前,680829,16
Dr. Now Gives An Ultimatum After Patient Loses Only 22lbs In Three Months | My 600lb Life,/watch?v=zXn6cxcJBX4,290799,uk,4430000,4か月前,680829,43
Coupon King Has Trouble Scanning His Coupons At The Register | Extreme Couponing,/watch?v=vXWfMi3HDgY,328824,uk,4430000,4か月前,680829,48
Dr Lee Arranges A Free Surgery For This Patient | Dr. Pimple Popper,/watch?v=Vl5Q5Xd66g4,5017118,uk,4430000,4か月前,680829,737
Whitney Blows Up After Ryan Make Business Decision Without Consulting Her | My Big Fat Fabulous Life,/watch?v=uSdqs1M2Grk,196479,uk,4430000,4か月前,680829,29
Unexpected News About Noelle's Fundraising Triggers Jazz's Binge Eating | I Am Jazz,/watch?v=ApyOlm7o74c,430514,uk,4430000,4か月前,680829,63
Extreme Couponer Reveals Her Secrets And Ends Up With Negative Balance | Extreme Couponing,/watch?v=UCjQvmIZsF4,535086,uk,4430000,4か月前,680829,79
Destinee Tries To Cope With The Loss Of Her Brother | My 600lb Life,/watch?v=3FRgKvYZXJY,124685,uk,4430000,4か月前,680829,18
Coupon Addict Breaks The Register! | Extreme Couponing,/watch?v=xGMrKHMb8dU,676482,uk,4430000,5か月前,680829,99
