title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
The Way I See It Trailer #1 (2020) | Movieclips Indie,/watch?v=XUQcHBmwlWE,140531,Movieclips I,1750000,,36724,383
Murder in the Woods Exclusive Trailer #1 (2020) | Movieclips Indie,/watch?v=8CfLHFL1xjs,13639,Movieclips I,1750000,,36724,37
A Call to Spy Trailer #1 (2020) | Movieclips Indie Trailers,/watch?v=3qpXI6n6Ea0,407857,Movieclips I,1750000,,36724,1111
Misbehaviour Trailer #1 (2020) | Movieclips Indie,/watch?v=JsVrxKeNBLw,47542,Movieclips I,1750000,,36724,129
The Pale Door Trailer #1 (2020) | Movieclips Indie,/watch?v=ZHPjItMEs24,21729,Movieclips I,1750000,,36724,59
Happy Happy Joy Joy: The Ren & Stimpy Story Trailer #1 (2020) | Movieclips Indie,/watch?v=LOC-qsIsRNw,30472,Movieclips I,1750000,,36724,83
Killroy Was Here Trailer #1 (2020) | Movieclips Indie,/watch?v=KIUlPgeWYN0,7954,Movieclips I,1750000,,36724,22
"Yes, God, Yes Trailer #1 | Movieclips Indie",/watch?v=n6fhPzxJoDs,90708,Movieclips I,1750000,,36724,247
Pearl Trailer #1 (2020) | Movieclips Indie,/watch?v=4T87Vbjgj5o,28694,Movieclips I,1750000,,36724,78
Fisherman's Friends Trailer #1 (2020) | Movieclips Indie,/watch?v=usoHYrX21VI,10606,Movieclips I,1750000,,36724,29
Spree Red Band Trailer (2020) | Movieclips Indie Trailers,/watch?v=7H2xfDNYsz0,20229,Movieclips I,1750000,,36724,55
Centigrade Trailer #1 (2020) | Movieclips Indie Trailers,/watch?v=2mMBEVTz32I,5758,Movieclips I,1750000,,36724,16
The Cuban Trailer #1 (2020) | Movieclips Indie,/watch?v=EAPQv6HmWT4,7240,Movieclips I,1750000,,36724,20
Guest House Trailer #1 (2020) | Movieclips Indie,/watch?v=yAK8wH3r1O4,8458,Movieclips I,1750000,,36724,23
I Used to Go Here Trailer #1 (2020) | Movieclips Indie,/watch?v=W7CHNXcf3Ao,30954,Movieclips I,1750000,,36724,84
The Vanished Trailer #1 (2020) | Movieclips Indie,/watch?v=2xGKj5RP_ko,18461,Movieclips I,1750000,,36724,50
Carmilla Trailer #1 (2020) | Movieclips Indie,/watch?v=isDg8MZX5Sw,47670,Movieclips I,1750000,,36724,130
Legacy of Lies Trailer #1 (2020) | Movieclips Indie,/watch?v=2uv2CUuwStw,28293,Movieclips I,1750000,,36724,77
Max Reload and the Nether Blasters Trailer #1 (2020) | Movieclips Indie,/watch?v=0MmThZTTE84,7573,Movieclips I,1750000,,36724,21
La Llorona Trailer #1 (2020) | Movieclips Indie,/watch?v=llIDQsl_RIQ,21841,Movieclips I,1750000,,36724,59
Cotton Wool Trailer #1 (2017) | Movieclips Indie,/watch?v=UevzYYo2Yjc,6983,Movieclips I,1750000,,36724,19
Lake Michigan Monster Trailer #1 (2020) | Movieclips Indie,/watch?v=Dr80XA9AFdA,6246,Movieclips I,1750000,,36724,17
Feels Good Man Trailer #1 (2020) | Movieclips Indie,/watch?v=ZEiqZWw5vYs,53436,Movieclips I,1750000,,36724,146
Possessor Red Band Teaser Trailer (2020) | Movieclips Indie,/watch?v=hS3F9xawX1o,5902,Movieclips I,1750000,,36724,16
The 2nd Trailer #1 (2020) | Movieclips Indie,/watch?v=nRisLVsUdkc,8115,Movieclips I,1750000,,36724,22
Words on Bathroom Walls Trailer #1 (2020) | Movieclips Indie,/watch?v=BKGY76DuQ8o,59604,Movieclips I,1750000,,36724,162
The Shadow of Violence Trailer #1 (2020) | Movieclips Indie,/watch?v=jo0zRPRkCt4,15326,Movieclips I,1750000,,36724,42
How to Fake a War Trailer #1 (2020) | Movieclips Indie,/watch?v=GaAyoYLj12k,13246,Movieclips I,1750000,,36724,36
Guest Artist Trailer #1 (2020) | Movieclips Indie,/watch?v=EWtFbHlptio,27133,Movieclips I,1750000,,36724,74
Game of Death Trailer #1 (2020) | Movieclips Indie,/watch?v=F-08gsWOYLc,17018,Movieclips I,1750000,,36724,46
Benjamin Trailer #1 (2020) | Movieclips Indie,/watch?v=d5mTzZWpaDg,18053,Movieclips I,1750000,,36724,49
From the Vine Trailer #1 (2020) | Movieclips Indie,/watch?v=ksWSiMv62eI,6429,Movieclips I,1750000,,36724,18
Tesla Trailer #1 (2020) | Movieclips Indie Trailers,/watch?v=b3rK3INnfQI,15136,Movieclips I,1750000,,36724,41
Relic Exclusive Movie Clip - Bathtub (2020) | Movieclips Indie,/watch?v=vGaPBGn8EEU,7919,Movieclips I,1750000,,36724,22
Out Stealing Horses Trailer #1 (2020) | Movieclips Indie,/watch?v=WNevTch7b28,17069,Movieclips I,1750000,,36724,46
Stage Mother Trailer #1 (2020) | Movieclips Indie,/watch?v=4Fv4NQz3sNM,20656,Movieclips I,1750000,,36724,56
Valley of the Gods Trailer #1 (2020) | Movieclips Indie,/watch?v=hROwySjzLj8,47837,Movieclips I,1750000,,36724,130
Fried Barry Trailer #1 (2020) | Movieclips Indie,/watch?v=2daFosaFGdQ,10824,Movieclips I,1750000,,36724,29
Before the Fire Trailer #1 (2020) | Movieclips Indie,/watch?v=3Ovj5kgXOTw,17515,Movieclips I,1750000,,36724,48
Zombie for Sale Trailer #1 (2020) | Movieclips Indie,/watch?v=NDUKV7qowEA,21169,Movieclips I,1750000,,36724,58
Love Sarah Trailer #1 (2020) | Movieclips Indie,/watch?v=1VnDpcNlFzY,225477,Movieclips I,1750000,,36724,614
Paydirt Trailer #1 (2020) | Movieclips Indie,/watch?v=ob21tspZSIY,50291,Movieclips I,1750000,,36724,137
The Mothman Legacy Trailer #1 (2020) | Movieclips Indie,/watch?v=HHyQm61j0i0,8882,Movieclips I,1750000,,36724,24
The Silencing Trailer #1 (2020) | Movieclips Indie,/watch?v=xLXZl1JF85c,48794,Movieclips I,1750000,,36724,133
Amulet Trailer #1 (2020) | Movieclips Indie,/watch?v=c8Scny098VE,20785,Movieclips I,1750000,,36724,57
Guest of Honour Trailer #1 (2020) | Movieclips Indie,/watch?v=CFMOZ8d5_rE,9431,Movieclips I,1750000,,36724,26
Money Plane Trailer #1 (2020) | Movieclips Indie,/watch?v=orxoOBsS3H0,17734,Movieclips I,1750000,,36724,48
Ghosts of War Trailer #1 (2020) | Movieclips Indie,/watch?v=9c1fWMLIqE0,92815,Movieclips I,1750000,,36724,253
Babysplitters Trailer #1 (2020) | Movieclips Indie,/watch?v=_R6r_vn3B80,130160,Movieclips I,1750000,,36724,354
"Family Romance, LLC Trailer #1 (2020) | Movieclips Indie",/watch?v=5cjaFZg2jyQ,5469,Movieclips I,1750000,,36724,15
A Nice Girl Like You Trailer #1 (2020) | Movieclips Indie,/watch?v=xdECXo4l30I,52725,Movieclips I,1750000,,36724,144
The Fight Trailer #1 (2020) | Movieclips Indie,/watch?v=oc_LWkdy6YY,7682,Movieclips I,1750000,,36724,21
Retaliation Trailer #1 (2020) | Movieclips Indie,/watch?v=GrUjcFgCGZ4,7583,Movieclips I,1750000,,36724,21
Easy Does It Trailer #1 (2020) | Movieclips Indie,/watch?v=4XxYYqQBX8g,17970,Movieclips I,1750000,,36724,49
Proud Trailer #1 (2020) | Movieclips Indie,/watch?v=FBJVF_8NEOM,31980,Movieclips I,1750000,,36724,87
Denise Ho: Becoming the Song Trailer #1 (2020) | Movieclips Indie,/watch?v=O6-eqkZm0aA,7480,Movieclips I,1750000,,36724,20
The Sunlit Night Trailer #1 (2020) | Movieclips Indie,/watch?v=WQqK5Z15X-g,253953,Movieclips I,1750000,,36724,692
The Rental Trailer #1 (2020) | Movieclips Indie,/watch?v=6Rtynbvc0UY,47835,Movieclips I,1750000,,36724,130
Relic Trailer #1 (2020) | Movieclips Indie,/watch?v=cgSXwlcIvtg,163522,Movieclips I,1750000,,36724,445
Archive Trailer #1 (2020) | Movieclips Indie,/watch?v=Ikc9QsN7Msc,75366,Movieclips I,1750000,,36724,205
Looks That Kill Trailer #1 (2020) | Movieclips Indie,/watch?v=5hTapR_IjZY,571521,Movieclips I,1750000,,36724,1556
Marona's Fantastic Tale Trailer #1 (2020) | Movieclips Indie,/watch?v=2oiuhLkeio4,6236,Movieclips I,1750000,,36724,17
Never Too Late Trailer #1 (2020) | Movieclips Indie,/watch?v=XLiPgTxYazk,7393,Movieclips I,1750000,,36724,20
A Most Beautiful Thing Trailer #1 (2020) | Movieclips Indie,/watch?v=FTHePBuW-so,29896,Movieclips I,1750000,,36724,81
Runner Trailer #1 (2020) | Movieclips Indie,/watch?v=wXdsNIa7sAU,16930,Movieclips I,1750000,,36724,46
The Surrogate Trailer #1 (2020) | Movieclips Indie,/watch?v=Xpfi1mHIFPU,107473,Movieclips I,1750000,,36724,293
Jesus Shows You the Way to the Highway Trailer #1 (2020) | Movieclips Indie,/watch?v=aFvfYQpUofM,12541,Movieclips I,1750000,,36724,34
The Burnt Orange Heresy Trailer #1 (2020) | Movieclips Indie,/watch?v=_XT1Ci4LSTI,83872,Movieclips I,1750000,,36724,228
The Climb Trailer #1 (2020) | Movieclips Indie,/watch?v=-G5EOcKskn4,7718,Movieclips I,1750000,,36724,21
Tommaso Trailer #1 (2020) | Movieclips Indie,/watch?v=MWXM9YX5eK0,8240,Movieclips I,1750000,,36724,22
Elvis from Outer Space Trailer #1 (2020) | Movieclips Indie,/watch?v=d02bYX4gVAw,7130,Movieclips I,1750000,,36724,19
Hammer Trailer #1 (2020) | Movieclips Indie,/watch?v=PoH8BKoWgLo,12794,Movieclips I,1750000,,36724,35
Aviva Trailer #1 (2020) | Movieclips Indie,/watch?v=1LcHHWbF1b8,4457,Movieclips I,1750000,,36724,12
The Audition Trailer #1 (2020) | Movieclips Indie,/watch?v=Iv1klkCBq24,16279,Movieclips I,1750000,,36724,44
Run With the Hunted Trailer #1 (2020) | Movieclips Indie,/watch?v=1oWHB_H1VwM,16110,Movieclips I,1750000,,36724,44
Dantza Trailer #1 (2020) | Movieclips Indie,/watch?v=ZOr7-R5H-J4,14970,Movieclips I,1750000,,36724,41
Tremble All You Want (Katte ni furuetero) Trailer #1 (2020)  | Movieclips Indie,/watch?v=YPTfbRsy8AQ,9015,Movieclips I,1750000,,36724,25
Wrath of Silence Trailer #1 (2019) | Movieclips Indie,/watch?v=QtbhIe1ebCY,16487,Movieclips I,1750000,,36724,45
A City Called Macau Trailer #1 (2019) | Movieclips Indie,/watch?v=ZCx1IDZFGFQ,8635,Movieclips I,1750000,,36724,24
The Iron Hammer Trailer #1 (2020) | Movieclips Indie,/watch?v=oKmHvzn002M,8055,Movieclips I,1750000,,36724,22
Volition Trailer #1 (2020) | Movieclips Indie,/watch?v=mTO6S7Eu_VA,3670,Movieclips I,1750000,,36724,10
Queen of Lapa Trailer #1 (2020) | Movieclips Indie,/watch?v=sG7eLhN5UO4,11013,Movieclips I,1750000,,36724,30
Summerland Trailer #1 (2020) | Movieclips Indie Trailers,/watch?v=IJF5stmA5ys,57561,Movieclips I,1750000,,36724,157
Mope Trailer #1 (2020) | Movieclips Indie,/watch?v=_oWSmPEKE5U,30005,Movieclips I,1750000,,36724,82
Miss Juneteenth Trailer #1 (2020) | Movieclips Indie,/watch?v=T7E0nA46eBw,36279,Movieclips I,1750000,,36724,99
Relic Teaser Trailer (2020) | Movieclips Indie,/watch?v=YtmJML6RPgw,14396,Movieclips I,1750000,,36724,39
Infamous Trailer #1 (2020) | Movieclips Indie,/watch?v=a2iMrpgfnys,25777,Movieclips I,1750000,,36724,70
You Don't Nomi Exclusive Trailer #1 (2020) | Movieclips Indie,/watch?v=jMncUW0HQ6A,106167,Movieclips I,1750000,,36724,289
Exit Plan Trailer #1 (2020) | Movieclips Indie,/watch?v=0Y6xPQlIP8E,7613,Movieclips I,1750000,,36724,21
