title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
Project Power | Knifebones Fight Scene,/watch?v=o42fK58Ya-A,19169,Nerd Clips HD,10500,1週間前,550344,3
Project Power | Art Unleashing His Power,/watch?v=ja_OE_aWrW8,267448,Nerd Clips HD,10500,1週間前,550344,49
Cursed | Merlin Regains His Magic,/watch?v=m5DqEHtB-uY,443819,Nerd Clips HD,10500,1か月前,550344,81
The Old Guard | First Fight Scene,/watch?v=vCfK0V2foRE,64857,Nerd Clips HD,10500,1か月前,550344,12
The Old Guard | Church Fight Scene,/watch?v=mz2rW4JiUI4,60187,Nerd Clips HD,10500,1か月前,550344,11
"""Jaja Ding Dong"" Song | Eurovision Song Contest: The Story of Fire Saga",/watch?v=PlBUH8zMZng,2351684,Nerd Clips HD,10500,1か月前,550344,427
Space Force | Kokomo Scene,/watch?v=B_o33FSmRR0,624568,Nerd Clips HD,10500,2か月前,550344,113
Extraction | First Fight Scene,/watch?v=ewu80HCj42k,214858,Nerd Clips HD,10500,4か月前,550344,39
Extraction | One-Shot Gun Fight Scene,/watch?v=glOnDceqqJc,163861,Nerd Clips HD,10500,4か月前,550344,30
Trevor and Sypha (Beer Scene) | Castlevania Season 3,/watch?v=CAfPF9Q8Mfw,278219,Nerd Clips HD,10500,5か月前,550344,51
Isaac Defeats Magician | Castlevania Season 3,/watch?v=AjRJSaI32Jc,302086,Nerd Clips HD,10500,5か月前,550344,55
Vampire Cho Flashback | Castlevania Season 3,/watch?v=rBXo9IkSEHI,245463,Nerd Clips HD,10500,5か月前,550344,45
Isaac vs. Legion | Castlevania Season 3,/watch?v=wyyoUCm4mu4,216749,Nerd Clips HD,10500,5か月前,550344,39
Trevor and Sypha Defeat Hell Demons | Castlevania Season 3,/watch?v=-43wmSEpK3c,915900,Nerd Clips HD,10500,5か月前,550344,166
Trevor and Sypha vs. Hell Demons | Castlevania Season 3,/watch?v=p3DzNzuw1Aw,343736,Nerd Clips HD,10500,5か月前,550344,62
Bar Scene | Doctor Sleep Director's Cut,/watch?v=lw4OiJv6P98,152284,Nerd Clips HD,10500,7か月前,550344,28
Crow Daddy Death Scene | Doctor Sleep,/watch?v=5EVA65i4z6c,86623,Nerd Clips HD,10500,7か月前,550344,16
Abra's Trap (Astral Projection) | Doctor Sleep,/watch?v=g0abQzpBftU,297372,Nerd Clips HD,10500,7か月前,550344,54
Hedge Maze Scene | Doctor Sleep,/watch?v=mgvLHuOpLbU,220156,Nerd Clips HD,10500,7か月前,550344,40
Geralt vs. Renfri | The Witcher,/watch?v=Dmq-f8dAVOA,220629,Nerd Clips HD,10500,8か月前,550344,40
Beverly and Ben vs. Pennywise | It Chapter Two,/watch?v=TH7rTSgA0Qw,181261,Nerd Clips HD,10500,9か月前,550344,33
Stephen King Cameo | It Chapter Two,/watch?v=ybWAcHZpTEk,92227,Nerd Clips HD,10500,9か月前,550344,17
Pennywise Knows Richie's Secret | It Chapter Two,/watch?v=3M7tDKPixtw,1604379,Nerd Clips HD,10500,9か月前,550344,292
Richie Sees The Deadlights | It Chapter Two,/watch?v=8Z1iGzNNzJw,711621,Nerd Clips HD,10500,9か月前,550344,129
Skinny Pete and Badger's Goodbye | El Camino: A Breaking Bad Movie,/watch?v=54zE3WRyxBc,726645,Nerd Clips HD,10500,10か月前,550344,132
Blind Wonder Woman vs. Medusa | Wonder Woman: Bloodlines,/watch?v=T0E0raQB2Vg,327695,Nerd Clips HD,10500,10か月前,550344,60
Wonder Woman vs. Medusa | Wonder Woman: Bloodlines,/watch?v=PVt9WbTPqtM,33560,Nerd Clips HD,10500,10か月前,550344,6
All-Maudra Ceremony Song | The Dark Crystal: Age of Resistance,/watch?v=TTQ5DAM9SXA,147184,Nerd Clips HD,10500,11か月前,550344,27
Deet's Vision | The Dark Crystal: Age of Resistance,/watch?v=8H361bwg_H0,38609,Nerd Clips HD,10500,11か月前,550344,7
Heretic and UrGoh (Circle of the Suns) | The Dark Crystal: Age of Resistance,/watch?v=RkOuUg5Qw2E,157778,Nerd Clips HD,10500,11か月前,550344,29
Aughra Hears Song of Thra | The Dark Crystal: Age of Resistance,/watch?v=MEh4bnO5Wak,166183,Nerd Clips HD,10500,11か月前,550344,30
The Power of the Darkening | The Dark Crystal: Age of Resistance,/watch?v=jGDAWHnt0FI,155432,Nerd Clips HD,10500,11か月前,550344,28
The Hunt Must End | The Dark Crystal: Age of Resistance,/watch?v=PDLWrKrweCs,347837,Nerd Clips HD,10500,11か月前,550344,63
SkekMal Attacks (Ordon's Sacrifice) | The Dark Crystal: Age of Resistance,/watch?v=cKAdKKsHPo4,563940,Nerd Clips HD,10500,11か月前,550344,102
First Essence Drain | The Dark Crystal: Age of Resistance,/watch?v=7FnezLs_1ng,86714,Nerd Clips HD,10500,11か月前,550344,16
Godzilla vs. King Ghidorah (Antarctica) | Godzilla: King of the Monsters,/watch?v=lU-vIKVsMEo,178992,Nerd Clips HD,10500,1年前,550344,33
Rodan vs. Jets and King Ghidorah | Godzilla: King of the Monsters,/watch?v=EQSHd5KaHCU,1174507,Nerd Clips HD,10500,1年前,550344,213
Godzilla and Mothra vs. Ghidorah and Rodan | Godzilla: King of the Monsters,/watch?v=e6e0ur6VSN0,825559,Nerd Clips HD,10500,1年前,550344,150
Godzilla Defeats King Ghidorah | Godzilla: King of the Monsters,/watch?v=1nWKR-vBRK4,5049082,Nerd Clips HD,10500,1年前,550344,917
Detective Pikachu | Pikachu vs. Charizard,/watch?v=MnH-ty6eUYw,1940396,Nerd Clips HD,10500,1年前,550344,353
Detective Pikachu | Aipom Attack Scene,/watch?v=C4F2Srm8CLQ,102912,Nerd Clips HD,10500,1年前,550344,19
Detective Pikachu | Mr. Mime Scene,/watch?v=IeS-q3YgKsk,279583,Nerd Clips HD,10500,1年前,550344,51
Detective Pikachu | Pikachu vs. Mewtwo (Ditto Fight Scene),/watch?v=ecsAUz2H4Co,473203,Nerd Clips HD,10500,1年前,550344,86
Shazam! | Billy Batson Finds His Mom,/watch?v=f2Xou0vlK-g,646319,Nerd Clips HD,10500,1年前,550344,117
Shazam! | The Shazam Family Scene,/watch?v=LS_HqmHq6uw,1353180,Nerd Clips HD,10500,1年前,550344,246
Eleven vs. Mind Flayer | Stranger Things 3,/watch?v=xF4SLslCzcg,886285,Nerd Clips HD,10500,1年前,550344,161
Hopper's Heart To Heart Speech | Stranger Things 3,/watch?v=5ShfbN9LBDs,273685,Nerd Clips HD,10500,1年前,550344,50
Billy's Death | Stranger Things 3,/watch?v=gXdA18JCJqY,1023858,Nerd Clips HD,10500,1年前,550344,186
The Mind Flayer Speaks | Stranger Things 3,/watch?v=-o_7hJCdj3g,431386,Nerd Clips HD,10500,1年前,550344,78
Nancy and Jonathan vs. The Flayed | Stranger Things 3,/watch?v=uEaXvfQiP6g,112383,Nerd Clips HD,10500,1年前,550344,20
Eleven vs. Billy | Stranger Things 3,/watch?v=EYjYxu_ezpA,1280183,Nerd Clips HD,10500,1年前,550344,233
Batman vs. TMNT | Batman vs. Shredder,/watch?v=4a1xE9Yn7ng,630408,Nerd Clips HD,10500,1年前,550344,115
Batman vs. TMNT | Fight Scene,/watch?v=SUZXlAicc38,842045,Nerd Clips HD,10500,1年前,550344,153
Batman vs. TMNT | Ninja Turtles vs. Bat Batman,/watch?v=hv6hBhcUrzc,234399,Nerd Clips HD,10500,1年前,550344,43
"Batman vs. TMNT | Leonardo vs. Ra's al Ghul, Batman vs. Shredder (Final Battle)",/watch?v=1ZsLIIvaFdE,387728,Nerd Clips HD,10500,1年前,550344,70
Daenerys Destroys King’s Landing (The Mad Queen) | Game of Thrones S08E05,/watch?v=T2WCCJLtRfg,266243,Nerd Clips HD,10500,1年前,550344,48
Daenerys Attacks King’s Landing | Game of Thrones S08E05,/watch?v=xTvtQSSRuVs,847033,Nerd Clips HD,10500,1年前,550344,154
Jaime and Brienne Love Scene | Game of Thrones S08E04,/watch?v=Bz1j1vFxolQ,309313,Nerd Clips HD,10500,1年前,550344,56
Jon Snow's Speech | Game of Thrones S08E04,/watch?v=mOohvJ7P0Ik,90906,Nerd Clips HD,10500,1年前,550344,17
