title,url,view,channel_name,channel_subscriber,create_stamp
steam「Dead Space™ 3」日本語字幕d2　誰も頼らずに,/watch?v=-fb4q0HfNt0,47.0,ぶるーのゲーム専用機,9380.0,11時間前
PS4「レゴ (R) マーベル スーパー・ヒーローズ2 ザ・ゲーム」4　クローのものは俺のもの,/watch?v=MGoaQyDMnIY,39.0,ぶるーのゲーム専用機,9380.0,17時間前
steam「Dead Space™ 3」日本語字幕d1　プロローグ,/watch?v=JPTyEoSBi9E,132.0,ぶるーのゲーム専用機,9380.0,1日前
PS4「レゴ (R) マーベル スーパー・ヒーローズ2 ザ・ゲーム」3　キャッスルハッスル,/watch?v=vgL2sFfxpHM,32.0,ぶるーのゲーム専用機,9380.0,2日前
PS4「レゴ (R) マーベル スーパー・ヒーローズ2 ザ・ゲーム」2　アベンジャーズワールドツアー,/watch?v=XDzU9xq7k4U,67.0,ぶるーのゲーム専用機,9380.0,3日前
steamVR『ザ・ウォーキング・デッド（The Walking Dead: Saints & Sinners）』w2,/watch?v=cpxEEjzSDCs,56.0,ぶるーのゲーム専用機,9380.0,4日前
PS4「Ghost of Tsushima（ゴースト・オブ・ツシマ）」26　サブクエ　end,/watch?v=4DsBVlprBKc,38.0,ぶるーのゲーム専用機,9380.0,5日前
PS4「レゴ (R) マーベル スーパー・ヒーローズ2 ザ・ゲーム」1　ノー・エソン・オブ・マイン,/watch?v=C0iD5-y27L0,56.0,ぶるーのゲーム専用機,9380.0,5日前
steamVR『ザ・ウォーキング・デッド（The Walking Dead: Saints & Sinners）』01　墓地の支柱,/watch?v=Ul47ePXsz3k,145.0,ぶるーのゲーム専用機,9380.0,6日前
PS4「Ghost of Tsushima（ゴースト・オブ・ツシマ）」25　この碧き空よ永遠に,/watch?v=0NYBZZq0I9M,47.0,ぶるーのゲーム専用機,9380.0,1週間前
steam「BEYOND: Two Souls Demo」Demo,/watch?v=Q2C2w0bh09A,39.0,ぶるーのゲーム専用機,9380.0,1週間前
steam「Heavy Rain」Demo,/watch?v=6xl1h4fKZ_k,20.0,ぶるーのゲーム専用機,9380.0,1週間前
steamVR『ハーフライフ アリックス（Half-Life: Alyx）』13　突入　end,/watch?v=Is7Xbqm4P24,44.0,ぶるーのゲーム専用機,9380.0,1週間前
PS4「Ghost of Tsushima（ゴースト・オブ・ツシマ）」24　ハーンの鎧,/watch?v=BU0KYgoEqy8,60.0,ぶるーのゲーム専用機,9380.0,1週間前
